order_id,user_id,order_ts,subtotal,discount,tax,shipping,total,status,coupon_code,utm_source,utm_campaign
15647,U001101,2025-09-08T11:17:25,88.1,9.14,7.27,6.69,92.92,placed,WELCOME,affiliate,affiliate_campaign_1
15648,U004168,2025-09-08T18:37:16,1066.78,15.11,88.01,9.95,1149.63,placed,,affiliate,affiliate_campaign_4
15649,U001295,2025-09-08T23:58:03,222.43,19.03,18.35,6.62,228.37,fulfilled,WELCOME,facebook,facebook_campaign_5
15650,U004845,2025-09-08T18:09:31,506.11,87.4,41.75,0.91,461.37,fulfilled,,affiliate,affiliate_campaign_6
15651,U003199,2025-09-08T06:36:25,400.5,8.09,33.04,4.16,429.61,fulfilled,VIP,google,google_campaign_1
15652,U003490,2025-09-08T03:57:44,312.05,51.31,25.74,10.63,297.11,fulfilled,FREESHIP,tiktok,tiktok_campaign_3
15653,U002843,2025-09-08T18:24:33,53.23,1.58,4.39,3.78,59.82,fulfilled,FREESHIP,tiktok,tiktok_campaign_5
15654,U003155,2025-09-08T06:08:15,121.02,11.66,9.98,9.22,128.56,fulfilled,,facebook,facebook_campaign_5
15655,U003711,2025-09-08T23:35:38,618.71,101.84,51.04,2.65,570.56,fulfilled,SAVE10,affiliate,affiliate_campaign_2
15656,U000767,2025-09-08T04:29:31,507.42,9.39,41.86,10.16,550.05,fulfilled,FREESHIP,tiktok,tiktok_campaign_3
15657,U000909,2025-09-08T21:19:31,109.62,10.49,9.04,0.53,108.7,placed,FREESHIP,facebook,facebook_campaign_1
15658,U004175,2025-09-08T16:04:36,783.56,18.97,64.64,10.86,840.09,fulfilled,FREESHIP,tiktok,tiktok_campaign_6
15659,U004021,2025-09-08T20:07:29,430.15,24.11,35.49,11.05,452.58,fulfilled,,google,google_campaign_2
15660,U001548,2025-09-08T06:26:43,353.86,17.1,29.19,3.99,369.94,fulfilled,FREESHIP,facebook,facebook_campaign_3
15661,U004571,2025-09-08T07:09:00,370.54,26.67,30.57,1.19,375.63,fulfilled,SAVE10,tiktok,tiktok_campaign_1
15662,U001792,2025-09-08T11:28:09,84.26,7.42,6.95,9.5,93.29,placed,SAVE10,affiliate,affiliate_campaign_2
15663,U002239,2025-09-08T08:13:11,805.08,12.32,66.42,8.0,867.18,fulfilled,SAVE10,tiktok,tiktok_campaign_3
15664,U000614,2025-09-08T03:37:16,514.18,22.75,42.42,2.53,536.38,fulfilled,,tiktok,tiktok_campaign_1
15665,U002396,2025-09-08T20:52:22,423.19,26.87,34.91,0.92,432.15,placed,,facebook,facebook_campaign_2
15666,U003015,2025-09-08T03:22:41,156.08,14.47,12.88,11.08,165.57,refunded,,affiliate,affiliate_campaign_1
15667,U000730,2025-09-08T12:05:34,339.15,59.02,27.98,8.63,316.74,fulfilled,WELCOME,affiliate,affiliate_campaign_5
15668,U001824,2025-09-08T03:35:53,291.74,6.52,24.07,5.16,314.45,fulfilled,,email,email_campaign_3
15669,U000167,2025-09-08T22:35:04,77.78,11.08,6.42,10.24,83.36,fulfilled,,email,email_campaign_5
15670,U003855,2025-09-08T12:47:04,38.42,5.45,3.17,0.78,36.92,fulfilled,WELCOME,google,google_campaign_2
15671,U003993,2025-09-08T02:55:14,113.39,11.7,9.35,4.43,115.47,fulfilled,VIP,facebook,facebook_campaign_4
15672,U004300,2025-09-08T03:11:40,44.99,1.51,3.71,8.0,55.19,fulfilled,FREESHIP,tiktok,tiktok_campaign_3
15673,U000924,2025-09-08T03:02:56,653.75,52.64,53.93,11.78,666.82,fulfilled,SAVE10,google,google_campaign_4
15674,U001471,2025-09-08T11:13:45,158.08,7.29,13.04,8.5,172.33,fulfilled,SAVE10,affiliate,affiliate_campaign_2
15675,U002407,2025-09-08T14:05:10,221.62,11.73,18.28,0.38,228.55,fulfilled,VIP,tiktok,tiktok_campaign_4
15676,U002532,2025-09-08T14:56:19,37.66,5.69,3.11,2.92,38.0,fulfilled,VIP,email,email_campaign_5
15677,U003428,2025-09-08T09:22:55,344.73,37.63,28.44,4.92,340.46,fulfilled,SAVE10,email,email_campaign_1
15678,U004035,2025-09-08T09:40:24,260.97,12.7,21.53,0.72,270.52,fulfilled,SAVE10,affiliate,affiliate_campaign_5
15679,U001003,2025-09-08T05:48:51,89.24,15.71,7.36,10.87,91.76,fulfilled,FREESHIP,affiliate,affiliate_campaign_3
15680,U004063,2025-09-08T20:13:11,315.36,45.41,26.02,9.98,305.95,fulfilled,VIP,facebook,facebook_campaign_3
15681,U001931,2025-09-08T14:22:05,84.26,8.34,6.95,10.97,93.84,fulfilled,FREESHIP,facebook,facebook_campaign_4
15682,U002613,2025-09-08T14:59:48,816.28,89.88,67.34,9.91,803.65,fulfilled,,tiktok,tiktok_campaign_2
15683,U004097,2025-09-08T14:13:26,234.03,24.61,19.31,2.51,231.24,placed,,affiliate,affiliate_campaign_4
15684,U004614,2025-09-08T00:12:02,471.79,11.4,38.92,1.06,500.37,fulfilled,,affiliate,affiliate_campaign_2
15685,U003365,2025-09-08T15:12:48,286.06,49.97,23.6,7.01,266.7,placed,WELCOME,facebook,facebook_campaign_4
15686,U002157,2025-09-08T09:56:47,655.51,73.39,54.08,8.99,645.19,fulfilled,WELCOME,facebook,facebook_campaign_1
15687,U000145,2025-09-08T01:43:33,24.12,3.84,1.99,9.8,32.07,placed,,affiliate,affiliate_campaign_2
15688,U000183,2025-09-08T07:59:23,53.83,2.83,4.44,2.99,58.43,fulfilled,SAVE10,tiktok,tiktok_campaign_3
15689,U000720,2025-09-08T16:59:16,213.68,16.83,17.63,10.08,224.56,fulfilled,FREESHIP,tiktok,tiktok_campaign_2
15690,U000400,2025-09-08T17:28:57,487.49,70.22,40.22,3.95,461.44,refunded,FREESHIP,google,google_campaign_5
15691,U000756,2025-09-08T08:34:50,177.53,27.55,14.65,9.76,174.39,fulfilled,SAVE10,google,google_campaign_3
15692,U003375,2025-09-08T13:10:17,190.4,28.96,15.71,0.87,178.02,fulfilled,,google,google_campaign_5
15693,U000277,2025-09-08T08:37:56,658.51,45.27,54.33,10.83,678.4,fulfilled,,affiliate,affiliate_campaign_2
15694,U000569,2025-09-08T12:09:38,495.84,18.75,40.91,6.07,524.07,fulfilled,FREESHIP,tiktok,tiktok_campaign_6
15695,U000060,2025-09-08T12:33:05,172.29,3.92,14.21,5.85,188.43,fulfilled,,facebook,facebook_campaign_6
15696,U003171,2025-09-08T16:58:27,466.68,9.72,38.5,11.72,507.18,fulfilled,FREESHIP,facebook,facebook_campaign_3
15697,U003385,2025-09-08T15:53:36,692.0,106.99,57.09,7.71,649.81,refunded,WELCOME,affiliate,affiliate_campaign_5
15698,U001837,2025-09-08T16:12:01,162.99,17.74,13.45,5.98,164.68,refunded,,facebook,facebook_campaign_6
15699,U002456,2025-09-08T12:12:09,431.64,38.94,35.61,8.98,437.29,placed,WELCOME,email,email_campaign_3
15700,U000731,2025-09-08T07:53:26,81.72,3.28,6.74,8.76,93.94,fulfilled,,email,email_campaign_6
15701,U004906,2025-09-08T12:05:18,189.44,7.59,15.63,5.23,202.71,fulfilled,VIP,affiliate,affiliate_campaign_1
15702,U001383,2025-09-08T17:04:43,112.45,16.98,9.28,5.96,110.71,fulfilled,WELCOME,tiktok,tiktok_campaign_6
15703,U003755,2025-09-08T12:02:06,140.87,7.37,11.62,1.92,147.04,placed,SAVE10,tiktok,tiktok_campaign_4
15704,U000966,2025-09-08T15:04:24,228.57,28.49,18.86,5.61,224.55,fulfilled,VIP,email,email_campaign_5
15705,U001519,2025-09-08T21:24:36,447.6,37.45,36.93,8.39,455.47,fulfilled,WELCOME,email,email_campaign_5
15706,U002147,2025-09-08T05:18:48,234.48,30.13,19.34,2.46,226.15,fulfilled,FREESHIP,affiliate,affiliate_campaign_4
15707,U003585,2025-09-08T01:21:50,264.56,28.83,21.83,0.52,258.08,refunded,SAVE10,email,email_campaign_5
15708,U000198,2025-09-08T18:09:12,724.84,96.35,59.8,5.73,694.02,fulfilled,VIP,email,email_campaign_3
15709,U004232,2025-09-08T09:57:28,1084.94,142.63,89.51,10.14,1041.96,fulfilled,VIP,affiliate,affiliate_campaign_2
15710,U003467,2025-09-08T06:37:33,408.16,33.04,33.67,11.98,420.77,fulfilled,WELCOME,tiktok,tiktok_campaign_3
15711,U004010,2025-09-08T14:27:35,119.27,7.24,9.84,7.81,129.68,fulfilled,WELCOME,tiktok,tiktok_campaign_2
15712,U004612,2025-09-08T09:37:58,518.25,19.65,42.76,11.88,553.24,fulfilled,FREESHIP,affiliate,affiliate_campaign_1
15713,U004641,2025-09-08T18:25:09,185.97,29.98,15.34,8.79,180.12,fulfilled,FREESHIP,facebook,facebook_campaign_4
15714,U002355,2025-09-08T17:22:23,478.79,16.32,39.5,6.08,508.05,fulfilled,SAVE10,email,email_campaign_6
15715,U001878,2025-09-08T23:33:40,60.98,9.57,5.03,11.07,67.51,fulfilled,FREESHIP,affiliate,affiliate_campaign_3
15716,U004042,2025-09-08T13:02:20,557.14,2.53,45.96,5.98,606.55,fulfilled,SAVE10,affiliate,affiliate_campaign_6
15717,U000119,2025-09-08T16:04:29,194.0,28.9,16.0,6.97,188.07,fulfilled,,tiktok,tiktok_campaign_1
15718,U003616,2025-09-09T00:07:12,254.12,21.81,20.96,3.98,257.25,placed,VIP,tiktok,tiktok_campaign_3
15719,U003011,2025-09-08T03:09:12,330.54,3.66,27.27,6.62,360.77,fulfilled,FREESHIP,affiliate,affiliate_campaign_4
15720,U003987,2025-09-08T06:46:13,318.24,45.67,26.25,5.81,304.63,placed,,affiliate,affiliate_campaign_6
15721,U000673,2025-09-08T14:21:59,526.19,54.5,43.41,6.76,521.86,fulfilled,SAVE10,email,email_campaign_1
15722,U002733,2025-09-08T07:38:35,286.16,6.17,23.61,9.03,312.63,fulfilled,WELCOME,google,google_campaign_3
15723,U003087,2025-09-08T03:15:13,118.8,5.51,9.8,1.96,125.05,fulfilled,FREESHIP,affiliate,affiliate_campaign_1
15724,U002132,2025-09-08T15:50:50,365.78,16.23,30.18,6.9,386.63,placed,FREESHIP,affiliate,affiliate_campaign_3
15725,U000949,2025-09-08T07:28:15,628.45,47.05,51.85,10.26,643.51,fulfilled,FREESHIP,google,google_campaign_2
15726,U000782,2025-09-08T14:30:44,411.31,10.62,33.93,2.76,437.38,fulfilled,,facebook,facebook_campaign_1
15727,U000946,2025-09-08T13:40:09,173.12,23.04,14.28,5.9,170.26,fulfilled,,facebook,facebook_campaign_5
15728,U004831,2025-09-08T01:03:30,609.18,57.21,50.26,2.55,604.78,fulfilled,WELCOME,facebook,facebook_campaign_3
15729,U002973,2025-09-08T01:25:46,345.34,21.45,28.49,3.92,356.3,fulfilled,WELCOME,affiliate,affiliate_campaign_6
15730,U003584,2025-09-08T22:51:30,450.17,70.37,37.14,0.74,417.68,placed,,affiliate,affiliate_campaign_6
15731,U003219,2025-09-08T20:13:24,1420.87,118.69,117.22,3.61,1423.01,fulfilled,WELCOME,tiktok,tiktok_campaign_5
15732,U002074,2025-09-08T18:39:27,157.59,10.2,13.0,10.33,170.72,placed,VIP,tiktok,tiktok_campaign_2
15733,U002067,2025-09-08T20:13:04,133.39,10.01,11.0,2.41,136.79,fulfilled,WELCOME,affiliate,affiliate_campaign_1
15734,U003316,2025-09-08T21:04:30,130.79,8.09,10.79,4.67,138.16,fulfilled,VIP,affiliate,affiliate_campaign_5
15735,U002515,2025-09-08T20:44:10,378.14,47.29,31.2,9.13,371.18,fulfilled,SAVE10,affiliate,affiliate_campaign_3
15736,U000986,2025-09-08T15:31:48,214.85,18.15,17.73,4.38,218.81,placed,VIP,tiktok,tiktok_campaign_3
15737,U004067,2025-09-08T03:52:31,400.5,42.5,33.04,0.74,391.78,fulfilled,FREESHIP,tiktok,tiktok_campaign_6
15738,U004174,2025-09-08T20:26:50,581.14,59.67,47.94,1.41,570.82,fulfilled,FREESHIP,facebook,facebook_campaign_1
15739,U004559,2025-09-08T09:16:15,197.94,32.75,16.33,5.26,186.78,placed,,facebook,facebook_campaign_3
15740,U002105,2025-09-08T14:50:50,111.86,16.7,9.23,11.75,116.14,fulfilled,SAVE10,google,google_campaign_4
15741,U004492,2025-09-08T05:59:47,112.76,17.28,9.3,3.52,108.3,fulfilled,SAVE10,affiliate,affiliate_campaign_5
15742,U003884,2025-09-08T19:08:03,211.12,18.45,17.42,7.71,217.8,placed,,tiktok,tiktok_campaign_1
15743,U004555,2025-09-08T23:12:53,569.18,94.43,46.96,1.06,522.77,fulfilled,SAVE10,google,google_campaign_1
15744,U003735,2025-09-08T19:16:44,474.2,31.17,39.12,1.74,483.89,fulfilled,,facebook,facebook_campaign_3
15745,U002884,2025-09-08T00:59:20,705.0,28.31,58.16,8.8,743.65,fulfilled,SAVE10,facebook,facebook_campaign_1
15746,U002741,2025-09-08T05:43:27,532.83,51.51,43.96,0.8,526.08,fulfilled,FREESHIP,tiktok,tiktok_campaign_2
15747,U001575,2025-09-08T15:07:04,611.48,44.66,50.45,4.79,622.06,fulfilled,SAVE10,google,google_campaign_2
15748,U000823,2025-09-08T11:56:21,250.87,34.78,20.7,6.63,243.42,fulfilled,FREESHIP,email,email_campaign_1
15749,U003976,2025-09-08T13:23:38,249.44,2.0,20.58,4.41,272.43,refunded,VIP,email,email_campaign_1
15750,U001308,2025-09-08T19:15:29,309.36,36.1,25.52,9.07,307.85,placed,WELCOME,google,google_campaign_1
15751,U004789,2025-09-08T16:38:02,575.39,67.3,47.47,11.69,567.25,fulfilled,FREESHIP,tiktok,tiktok_campaign_2
15752,U003764,2025-09-08T04:36:56,151.21,19.47,12.47,2.3,146.51,fulfilled,WELCOME,tiktok,tiktok_campaign_6
15753,U001436,2025-09-08T05:15:33,114.86,7.7,9.48,5.3,121.94,fulfilled,WELCOME,tiktok,tiktok_campaign_2
15754,U002207,2025-09-08T16:41:41,120.18,6.92,9.91,1.98,125.15,fulfilled,WELCOME,facebook,facebook_campaign_5
15755,U001726,2025-09-08T15:05:50,599.81,9.33,49.48,2.76,642.72,fulfilled,SAVE10,tiktok,tiktok_campaign_2
15756,U001307,2025-09-09T00:25:54,231.65,33.6,19.11,9.56,226.72,placed,WELCOME,affiliate,affiliate_campaign_3
15757,U001685,2025-09-08T17:33:33,348.54,41.73,28.75,6.62,342.18,fulfilled,SAVE10,email,email_campaign_1
15758,U002543,2025-09-08T10:34:48,373.99,22.17,30.85,3.43,386.1,refunded,WELCOME,google,google_campaign_6
15759,U002615,2025-09-08T23:04:00,93.33,15.94,7.7,8.5,93.59,fulfilled,WELCOME,facebook,facebook_campaign_6
15760,U000148,2025-09-08T20:06:24,93.55,9.27,7.72,3.14,95.14,fulfilled,SAVE10,tiktok,tiktok_campaign_1
15761,U003226,2025-09-08T02:13:21,159.6,21.28,13.17,1.44,152.93,fulfilled,WELCOME,facebook,facebook_campaign_1
15762,U004845,2025-09-08T04:46:15,355.67,8.02,29.34,4.01,381.0,placed,WELCOME,google,google_campaign_1
15763,U002393,2025-09-08T14:22:37,402.4,41.59,33.2,8.82,402.83,fulfilled,WELCOME,affiliate,affiliate_campaign_5
15764,U002786,2025-09-08T04:57:35,179.76,6.22,14.83,8.31,196.68,placed,FREESHIP,tiktok,tiktok_campaign_2
15765,U003535,2025-09-08T17:12:01,759.38,109.59,62.65,6.44,718.88,fulfilled,WELCOME,google,google_campaign_3
15766,U003308,2025-09-08T09:28:14,761.97,122.61,62.86,0.9,703.12,fulfilled,SAVE10,email,email_campaign_4
15767,U004101,2025-09-08T08:35:44,656.66,5.27,54.17,5.74,711.3,placed,,email,email_campaign_5
15768,U000488,2025-09-08T04:43:32,678.91,23.16,56.01,3.77,715.53,fulfilled,SAVE10,facebook,facebook_campaign_5
15769,U004671,2025-09-08T04:47:05,550.95,76.52,45.45,6.58,526.46,fulfilled,VIP,google,google_campaign_4
15770,U004274,2025-09-08T01:43:14,71.66,4.49,5.91,3.05,76.13,fulfilled,VIP,google,google_campaign_3
15771,U001535,2025-09-08T19:51:48,377.45,67.77,31.14,11.05,351.87,fulfilled,FREESHIP,facebook,facebook_campaign_6
15772,U000542,2025-09-08T14:32:07,432.3,23.51,35.66,3.5,447.95,fulfilled,VIP,affiliate,affiliate_campaign_3
15773,U004904,2025-09-08T03:38:48,357.8,46.57,29.52,6.63,347.38,placed,VIP,facebook,facebook_campaign_6
15774,U004409,2025-09-08T10:59:57,487.65,6.82,40.23,4.21,525.27,fulfilled,FREESHIP,affiliate,affiliate_campaign_3
15775,U003392,2025-09-08T23:11:50,279.78,45.41,23.08,3.64,261.09,fulfilled,,facebook,facebook_campaign_6
15776,U003647,2025-09-08T00:38:10,49.12,5.17,4.05,3.87,51.87,placed,VIP,affiliate,affiliate_campaign_1
15777,U003130,2025-09-08T11:42:59,235.24,25.68,19.41,9.38,238.35,placed,VIP,email,email_campaign_5
15778,U000303,2025-09-08T09:37:41,1187.82,156.23,98.0,6.99,1136.58,placed,SAVE10,affiliate,affiliate_campaign_6
15779,U003780,2025-09-08T08:44:53,698.64,93.96,57.64,9.96,672.28,placed,SAVE10,email,email_campaign_2
15780,U003778,2025-09-08T04:32:32,303.51,32.88,25.04,11.04,306.71,fulfilled,VIP,google,google_campaign_4
15781,U001407,2025-09-08T09:09:44,129.76,14.67,10.71,2.37,128.17,fulfilled,WELCOME,facebook,facebook_campaign_6
15782,U002469,2025-09-08T15:05:40,259.08,11.94,21.37,3.6,272.11,refunded,FREESHIP,email,email_campaign_6
15783,U000741,2025-09-08T17:54:22,528.36,37.23,43.59,1.85,536.57,fulfilled,WELCOME,facebook,facebook_campaign_2
15784,U003032,2025-09-08T19:46:05,217.98,21.67,17.98,4.78,219.07,placed,FREESHIP,affiliate,affiliate_campaign_4
15785,U004374,2025-09-08T05:43:40,187.98,2.9,15.51,9.03,209.62,fulfilled,FREESHIP,tiktok,tiktok_campaign_1
15786,U001548,2025-09-08T10:49:11,529.11,82.31,43.65,7.3,497.75,fulfilled,FREESHIP,tiktok,tiktok_campaign_6
15787,U004388,2025-09-08T13:30:53,578.3,38.34,47.71,7.54,595.21,fulfilled,VIP,google,google_campaign_3
15788,U004918,2025-09-08T09:25:44,240.44,15.05,19.84,0.77,246.0,fulfilled,SAVE10,google,google_campaign_2
15789,U002308,2025-09-08T03:48:11,108.25,4.24,8.93,1.09,114.03,fulfilled,SAVE10,facebook,facebook_campaign_1
15790,U004404,2025-09-08T23:22:21,390.84,16.53,32.24,1.81,408.36,fulfilled,WELCOME,affiliate,affiliate_campaign_3
15791,U001952,2025-09-08T18:19:54,240.43,4.07,19.84,2.58,258.78,fulfilled,,google,google_campaign_6
15792,U001347,2025-09-08T14:38:12,98.25,5.41,8.11,9.7,110.65,fulfilled,,facebook,facebook_campaign_1
15793,U003868,2025-09-08T13:03:24,351.27,0.84,28.98,10.07,389.48,placed,SAVE10,email,email_campaign_6
15794,U004828,2025-09-08T06:24:39,396.21,22.96,32.69,8.03,413.97,fulfilled,VIP,email,email_campaign_6
15795,U002452,2025-09-08T12:32:24,486.96,24.9,40.17,6.37,508.6,fulfilled,,email,email_campaign_1
15796,U001283,2025-09-08T14:01:12,927.48,39.75,76.52,8.53,972.78,fulfilled,FREESHIP,tiktok,tiktok_campaign_5
15797,U002571,2025-09-08T02:46:32,342.85,55.67,28.29,11.27,326.74,placed,VIP,facebook,facebook_campaign_5
15798,U002744,2025-09-08T12:26:29,206.24,17.26,17.01,4.04,210.03,fulfilled,WELCOME,google,google_campaign_4
15799,U004580,2025-09-08T01:43:48,324.75,32.64,26.79,1.19,320.09,fulfilled,,facebook,facebook_campaign_4
15800,U001872,2025-09-08T16:00:06,500.43,18.48,41.29,0.15,523.39,refunded,WELCOME,tiktok,tiktok_campaign_3
15801,U004335,2025-09-08T05:38:54,430.09,56.96,35.48,5.61,414.22,placed,VIP,google,google_campaign_5
15802,U004251,2025-09-08T09:12:25,368.52,17.3,30.4,6.61,388.23,fulfilled,WELCOME,facebook,facebook_campaign_5
15803,U004595,2025-09-08T15:52:51,787.76,22.14,64.99,2.66,833.27,placed,SAVE10,email,email_campaign_5
15804,U004136,2025-09-08T23:36:59,121.03,0.9,9.98,4.95,135.06,fulfilled,SAVE10,google,google_campaign_2
15805,U003404,2025-09-08T19:41:25,638.74,97.07,52.7,2.71,597.08,fulfilled,,facebook,facebook_campaign_2
15806,U001000,2025-09-08T05:02:58,266.96,43.44,22.02,4.0,249.54,refunded,,tiktok,tiktok_campaign_2
15807,U000376,2025-09-08T22:16:30,411.31,2.15,33.93,10.69,453.78,fulfilled,FREESHIP,email,email_campaign_5
15808,U003286,2025-09-08T19:07:46,122.19,6.57,10.08,0.72,126.42,placed,VIP,facebook,facebook_campaign_5
15809,U003849,2025-09-08T13:29:46,795.02,4.91,65.59,11.72,867.42,fulfilled,SAVE10,email,email_campaign_2
15810,U003281,2025-09-08T14:55:39,204.43,2.33,16.87,8.29,227.26,fulfilled,FREESHIP,affiliate,affiliate_campaign_2
15811,U001817,2025-09-08T22:45:24,364.51,62.71,30.07,11.16,343.03,fulfilled,,google,google_campaign_1
15812,U002082,2025-09-08T09:57:25,197.94,16.9,16.33,6.84,204.21,fulfilled,SAVE10,tiktok,tiktok_campaign_2
15813,U003075,2025-09-08T03:48:31,232.04,22.24,19.14,10.7,239.64,fulfilled,SAVE10,tiktok,tiktok_campaign_4
15814,U004020,2025-09-08T19:38:39,252.64,32.54,20.84,6.04,246.98,fulfilled,SAVE10,facebook,facebook_campaign_6
15815,U000509,2025-09-08T17:50:42,326.2,19.11,26.91,11.89,345.89,fulfilled,FREESHIP,google,google_campaign_5
15816,U000811,2025-09-08T20:49:41,337.26,15.35,27.82,6.96,356.69,fulfilled,,affiliate,affiliate_campaign_3
15817,U000562,2025-09-08T20:59:55,479.1,5.29,39.53,6.1,519.44,refunded,SAVE10,email,email_campaign_3
15818,U001364,2025-09-08T13:09:29,619.32,31.18,51.09,6.11,645.34,fulfilled,,facebook,facebook_campaign_2
15819,U004955,2025-09-08T15:57:11,388.06,35.07,32.01,5.8,390.8,fulfilled,,affiliate,affiliate_campaign_5
15820,U004804,2025-09-08T07:19:07,73.48,6.66,6.06,8.06,80.94,fulfilled,SAVE10,google,google_campaign_2
15821,U004967,2025-09-08T10:01:14,19.39,2.1,1.6,8.95,27.84,placed,SAVE10,google,google_campaign_6
15822,U004555,2025-09-08T03:09:02,63.1,3.09,5.21,8.77,73.99,fulfilled,VIP,google,google_campaign_3
15823,U001009,2025-09-08T09:17:10,434.12,46.46,35.81,10.11,433.58,fulfilled,WELCOME,affiliate,affiliate_campaign_1
15824,U002314,2025-09-08T08:53:39,455.5,6.99,37.58,10.82,496.91,fulfilled,VIP,google,google_campaign_2
15825,U002076,2025-09-08T01:31:58,462.12,22.5,38.12,10.63,488.37,placed,WELCOME,affiliate,affiliate_campaign_6
15826,U002066,2025-09-08T04:58:51,496.01,77.46,40.92,1.0,460.47,placed,WELCOME,tiktok,tiktok_campaign_4
15827,U003410,2025-09-08T21:09:27,121.87,17.9,10.05,1.08,115.1,placed,VIP,affiliate,affiliate_campaign_6
15828,U002919,2025-09-09T00:25:33,338.56,51.34,27.93,11.88,327.03,fulfilled,SAVE10,facebook,facebook_campaign_1
15829,U000598,2025-09-08T05:03:06,129.7,23.22,10.7,8.7,125.88,fulfilled,WELCOME,email,email_campaign_1
15830,U000244,2025-09-08T09:41:00,284.61,20.17,23.48,1.57,289.49,placed,,google,google_campaign_4
15831,U003227,2025-09-08T22:52:09,167.66,0.92,13.83,10.31,190.88,fulfilled,FREESHIP,email,email_campaign_6
15832,U002447,2025-09-08T04:04:37,261.24,24.32,21.55,2.74,261.21,fulfilled,FREESHIP,google,google_campaign_6
15833,U002118,2025-09-08T18:01:58,72.66,7.95,5.99,9.81,80.51,placed,,facebook,facebook_campaign_6
15834,U003320,2025-09-08T18:59:46,1023.26,177.4,84.42,3.98,934.26,placed,VIP,affiliate,affiliate_campaign_1
15835,U004266,2025-09-08T18:10:37,720.36,96.32,59.43,0.61,684.08,fulfilled,,tiktok,tiktok_campaign_4
15836,U004996,2025-09-08T13:12:19,458.14,80.79,37.8,6.46,421.61,fulfilled,,facebook,facebook_campaign_2
15837,U003487,2025-09-08T13:52:05,285.84,3.13,23.58,7.3,313.59,fulfilled,WELCOME,affiliate,affiliate_campaign_5
15838,U003064,2025-09-08T04:42:54,125.4,13.83,10.35,2.38,124.3,refunded,WELCOME,email,email_campaign_6
15839,U004777,2025-09-08T04:29:26,87.54,11.21,7.22,8.6,92.15,fulfilled,WELCOME,affiliate,affiliate_campaign_4
15840,U003658,2025-09-08T23:52:06,442.57,41.71,36.51,6.14,443.51,placed,SAVE10,facebook,facebook_campaign_4
15841,U000819,2025-09-08T17:16:48,82.88,7.95,6.84,3.74,85.51,fulfilled,WELCOME,facebook,facebook_campaign_5
15842,U004763,2025-09-08T08:51:28,605.29,94.09,49.94,0.52,561.66,fulfilled,FREESHIP,affiliate,affiliate_campaign_1
15843,U003098,2025-09-08T19:33:59,316.04,43.4,26.07,5.21,303.92,placed,FREESHIP,email,email_campaign_5
15844,U000981,2025-09-08T16:58:19,309.2,8.9,25.51,10.19,336.0,fulfilled,WELCOME,facebook,facebook_campaign_6
15845,U000249,2025-09-08T09:33:52,550.55,37.95,45.42,0.75,558.77,fulfilled,VIP,email,email_campaign_1
15846,U004055,2025-09-08T08:29:52,629.43,15.66,51.93,0.04,665.74,fulfilled,VIP,affiliate,affiliate_campaign_5
15847,U001356,2025-09-08T03:17:26,225.16,7.0,18.58,3.48,240.22,fulfilled,SAVE10,email,email_campaign_2
15848,U000696,2025-09-08T09:55:56,462.85,51.1,38.19,1.8,451.74,placed,SAVE10,email,email_campaign_5
15849,U003168,2025-09-08T15:27:22,372.38,22.25,30.72,1.03,381.88,refunded,VIP,tiktok,tiktok_campaign_5
15850,U004810,2025-09-08T22:41:10,356.03,43.31,29.37,2.96,345.05,fulfilled,SAVE10,google,google_campaign_5
15851,U001515,2025-09-08T02:25:53,172.56,6.47,14.24,2.45,182.78,fulfilled,FREESHIP,facebook,facebook_campaign_4
15852,U002033,2025-09-08T15:33:02,259.64,3.22,21.42,6.9,284.74,fulfilled,WELCOME,google,google_campaign_4
15853,U003863,2025-09-08T05:30:58,244.8,24.21,20.2,11.51,252.3,placed,SAVE10,tiktok,tiktok_campaign_2
15854,U000191,2025-09-08T06:58:45,486.21,16.79,40.11,9.75,519.28,placed,WELCOME,tiktok,tiktok_campaign_3
15855,U003651,2025-09-08T11:31:48,407.32,28.89,33.6,0.57,412.6,fulfilled,,tiktok,tiktok_campaign_3
15856,U004622,2025-09-08T13:25:33,733.84,51.67,60.54,4.43,747.14,fulfilled,SAVE10,affiliate,affiliate_campaign_1
15857,U000141,2025-09-08T05:27:45,406.83,46.67,33.56,4.16,397.88,placed,,affiliate,affiliate_campaign_6
15858,U002268,2025-09-08T05:12:41,623.22,96.91,51.42,9.71,587.44,fulfilled,SAVE10,google,google_campaign_5
15859,U004869,2025-09-08T17:56:30,685.84,114.09,56.58,3.86,632.19,placed,SAVE10,tiktok,tiktok_campaign_3
15860,U002056,2025-09-08T15:42:20,330.54,23.89,27.27,9.32,343.24,fulfilled,WELCOME,google,google_campaign_2
15861,U004432,2025-09-08T14:10:54,434.41,20.74,35.84,5.6,455.11,fulfilled,FREESHIP,facebook,facebook_campaign_6
15862,U001557,2025-09-08T01:23:07,148.6,13.79,12.26,9.09,156.16,fulfilled,VIP,email,email_campaign_3
15863,U001966,2025-09-09T00:21:08,272.04,38.28,22.44,8.05,264.25,refunded,VIP,affiliate,affiliate_campaign_2
15864,U004830,2025-09-08T20:01:03,62.39,3.21,5.15,11.59,75.92,fulfilled,VIP,facebook,facebook_campaign_6
15865,U004883,2025-09-08T22:45:29,78.97,0.8,6.52,7.03,91.72,fulfilled,,facebook,facebook_campaign_3
