return_id,order_id,sku,qty,reason,processed_ts,amount_refunded
R538563495,14788,SKU00345,1,changed_mind,2025-09-18T22:40:58,14.08
R831369216,14869,SKU00036,1,defect,2025-09-15T14:28:43,21.49
R921409661,14924,SKU00163,1,changed_mind,2025-09-21T19:55:18,118.3
R321835343,14943,SKU00364,1,changed_mind,2025-09-20T03:15:13,38.36
R145310592,14951,SKU00367,1,changed_mind,2025-09-13T05:00:46,41.15
R662268313,14980,SKU00278,1,size,2025-09-15T18:58:38,59.74
R984497197,15000,SKU00245,1,defect,2025-09-12T01:45:54,37.4
R251800058,15003,SKU00152,1,size,2025-09-23T08:35:59,97.51
R973889252,15019,SKU00245,1,size,2025-09-22T00:04:07,73.52
R159365882,15030,SKU00184,1,defect,2025-09-23T00:28:11,62.34
R386775910,15075,SKU00002,1,changed_mind,2025-09-19T05:47:08,44.84
R843499715,15109,SKU00251,1,size,2025-09-22T18:23:38,63.49
R455712970,15120,SKU00322,1,defect,2025-09-17T11:26:36,92.51
R228805305,15126,SKU00146,1,defect,2025-09-18T13:46:50,102.24
R213828117,15127,SKU00341,1,changed_mind,2025-09-22T01:18:39,73.98
R841697364,15133,SKU00162,1,defect,2025-09-19T18:21:02,43.09
R804583064,15160,SKU00103,1,size,2025-09-14T12:59:25,38.17
R530914570,15184,SKU00210,1,changed_mind,2025-09-18T22:20:58,115.02
R650615398,15187,SKU00005,1,defect,2025-09-18T23:33:58,114.35
R659756786,15193,SKU00001,1,defect,2025-09-18T20:44:06,32.17
R310355225,15285,SKU00244,1,defect,2025-09-10T21:45:51,42.7
R930370569,15308,SKU00236,1,changed_mind,2025-09-23T14:58:01,83.65
R324588604,15316,SKU00185,1,defect,2025-09-19T17:20:49,46.07
R242485920,15402,SKU00166,1,changed_mind,2025-09-14T17:15:37,33.87
R298344850,15413,SKU00025,1,size,2025-09-23T09:15:05,22.07
R604667855,15427,SKU00282,1,defect,2025-09-16T13:02:54,22.25
R232052203,15433,SKU00181,1,changed_mind,2025-09-20T06:50:42,117.09
R150845242,15435,SKU00083,1,defect,2025-09-10T09:38:31,18.19
R624896666,15459,SKU00264,1,defect,2025-09-22T16:38:56,32.75
R612799631,15475,SKU00227,1,defect,2025-09-22T02:49:19,71.14
R386463495,15503,SKU00065,1,size,2025-09-12T21:31:47,66.99
R924530646,15554,SKU00040,1,changed_mind,2025-09-14T08:51:38,70.0
R640296275,15575,SKU00275,1,size,2025-09-18T09:08:06,53.73
R654937922,15581,SKU00215,1,defect,2025-09-21T11:57:28,56.82
R285894189,15583,SKU00124,1,size,2025-09-15T17:05:11,99.46
R816119486,15592,SKU00373,1,size,2025-09-14T13:35:35,79.61
R395753552,15608,SKU00070,1,changed_mind,2025-09-12T01:20:23,20.17
R711630399,15668,SKU00166,1,size,2025-09-14T03:25:08,47.1
R136617373,15675,SKU00339,1,defect,2025-09-09T13:45:35,110.19
R467215615,15702,SKU00114,1,defect,2025-09-16T16:28:32,60.61
R811394061,15705,SKU00029,1,defect,2025-09-17T21:05:57,91.9
R882085552,15729,SKU00242,1,defect,2025-09-19T00:38:49,87.18
R190720825,15735,SKU00369,1,defect,2025-09-10T20:18:59,16.88
R762705189,15754,SKU00090,1,size,2025-09-12T16:15:16,54.88
R357033354,15757,SKU00044,1,defect,2025-09-20T17:17:45,48.47
R363127409,15770,SKU00301,1,size,2025-09-13T01:26:58,70.24
R742289185,15796,SKU00144,1,changed_mind,2025-09-10T13:10:50,103.78
R306106717,15807,SKU00039,1,defect,2025-09-22T21:22:53,68.52
R694299914,15855,SKU00283,1,changed_mind,2025-09-15T10:54:02,60.07
R261872155,15858,SKU00199,1,size,2025-09-14T04:45:59,80.65
R405795551,15864,SKU00214,1,changed_mind,2025-09-16T19:38:33,70.93
R806747833,15874,SKU00362,1,changed_mind,2025-09-13T14:16:29,62.33
R526047073,15885,SKU00159,1,defect,2025-09-16T23:18:05,91.78
R217650081,15893,SKU00353,1,size,2025-09-21T18:48:28,66.01
R526993023,15918,SKU00176,1,size,2025-09-16T21:03:29,21.08
R800294911,15971,SKU00033,1,size,2025-09-09T07:22:17,42.46
R951515755,15973,SKU00309,1,defect,2025-09-19T22:54:24,116.09
R930982527,15974,SKU00228,1,defect,2025-09-19T03:17:48,84.22
R432466061,15999,SKU00228,1,changed_mind,2025-09-19T17:03:23,85.56
R420113468,16045,SKU00366,1,defect,2025-09-19T13:15:34,71.82
R242484956,16061,SKU00039,1,changed_mind,2025-09-19T08:57:56,39.37
R579203568,16101,SKU00122,1,size,2025-09-08T14:35:27,50.23
R752898018,16144,SKU00155,1,defect,2025-09-21T20:36:33,86.04
R555427040,16150,SKU00179,1,changed_mind,2025-09-12T20:37:38,69.9
R429747578,16171,SKU00008,1,defect,2025-09-09T02:13:17,71.45
R738088879,16187,SKU00225,1,defect,2025-09-10T16:55:39,98.45
R605641724,16230,SKU00094,1,defect,2025-09-15T04:35:05,15.12
R53646727,16240,SKU00308,1,defect,2025-09-21T12:36:12,75.26
R893642046,16250,SKU00070,1,defect,2025-09-20T05:23:10,15.9
R884443341,16295,SKU00009,1,size,2025-09-08T05:59:53,34.1
R436560676,16316,SKU00305,1,defect,2025-09-18T00:25:25,100.47
R347838750,16330,SKU00105,1,changed_mind,2025-09-13T07:31:06,64.87
R551306784,16354,SKU00161,1,changed_mind,2025-09-09T21:55:06,102.27
R279311706,16358,SKU00228,1,changed_mind,2025-09-20T06:00:02,77.53
R856035538,16368,SKU00102,1,changed_mind,2025-09-13T11:49:57,13.73
R918367753,16376,SKU00372,1,defect,2025-09-12T03:58:26,56.97
R84213965,16395,SKU00124,1,defect,2025-09-15T02:47:56,23.8
R934487389,16413,SKU00208,1,changed_mind,2025-09-15T22:49:11,66.91
R428966017,16417,SKU00020,1,defect,2025-09-19T06:01:40,68.28
R318001359,16437,SKU00293,1,defect,2025-09-17T09:10:31,95.71
R778880089,16444,SKU00001,1,defect,2025-09-07T03:00:19,30.86
R691901560,16495,SKU00057,1,size,2025-09-15T02:14:52,30.99
R725741708,16498,SKU00280,1,size,2025-09-16T22:10:42,48.46
R134889974,16538,SKU00258,1,changed_mind,2025-09-14T04:47:02,78.98
R934910295,16574,SKU00357,1,changed_mind,2025-09-12T13:08:33,69.64
R313871560,16578,SKU00170,1,size,2025-09-20T01:02:33,117.57
R44568104,16587,SKU00011,1,size,2025-09-18T08:48:42,101.2
R541720325,16635,SKU00085,1,defect,2025-09-10T00:07:49,41.52
R382474683,16688,SKU00247,1,changed_mind,2025-09-09T22:23:30,55.82
R574473989,16713,SKU00214,1,size,2025-09-13T16:50:36,81.87
R116269839,16735,SKU00249,1,changed_mind,2025-09-12T11:57:11,41.25
R252213897,16754,SKU00321,1,defect,2025-09-19T14:33:11,108.15
R892246086,16760,SKU00122,1,size,2025-09-13T07:24:59,119.42
R590073206,16778,SKU00123,1,size,2025-09-18T13:39:37,82.87
R17201204,16780,SKU00193,1,size,2025-09-15T15:09:42,98.21
R141365060,16784,SKU00125,1,changed_mind,2025-09-07T02:47:00,69.26
R94318857,16832,SKU00352,1,defect,2025-09-08T14:11:25,119.74
R356653388,16847,SKU00241,1,defect,2025-09-15T20:25:58,95.78
R341992551,16851,SKU00200,1,defect,2025-09-10T15:18:24,83.42
R231463955,16894,SKU00231,1,defect,2025-09-10T02:56:11,96.24
R723320421,16925,SKU00344,1,defect,2025-09-06T05:13:44,42.57
R367380370,16948,SKU00121,1,size,2025-09-07T22:05:53,117.69
R371887112,16972,SKU00048,1,changed_mind,2025-09-07T07:51:31,78.75
R27496020,16975,SKU00092,1,defect,2025-09-06T21:22:09,73.71
R591460218,16976,SKU00048,1,changed_mind,2025-09-13T17:56:52,100.48
R779507457,16977,SKU00133,1,defect,2025-09-09T06:55:56,117.27
R418214671,16979,SKU00222,1,size,2025-09-06T11:51:14,37.35
R680494178,17041,SKU00253,1,size,2025-09-17T02:05:44,75.98
R99311812,17044,SKU00083,1,defect,2025-09-08T23:32:43,11.83
R754983063,17083,SKU00007,1,defect,2025-09-16T10:05:12,97.48
R421397449,17089,SKU00090,1,size,2025-09-05T23:40:25,42.19
R647618553,17090,SKU00060,1,changed_mind,2025-09-07T21:33:15,26.61
R746525502,17091,SKU00113,1,size,2025-09-12T04:50:42,25.45
R436141115,17117,SKU00028,1,changed_mind,2025-09-05T07:13:49,71.48
R167361673,17127,SKU00056,1,size,2025-09-16T10:29:16,52.94
R887258758,17128,SKU00335,1,size,2025-09-07T20:02:55,95.45
R988903803,17141,SKU00263,1,size,2025-09-08T12:49:34,17.37
R759966396,17145,SKU00326,1,defect,2025-09-10T23:23:38,63.87
R304418181,17170,SKU00334,1,changed_mind,2025-09-14T22:45:12,48.66
R337004035,17179,SKU00026,1,size,2025-09-08T21:37:48,65.39
R257585018,17214,SKU00339,1,changed_mind,2025-09-17T21:07:35,24.83
R352346580,17216,SKU00213,1,changed_mind,2025-09-18T12:56:05,30.09
R3224602,17237,SKU00351,1,changed_mind,2025-09-08T05:33:43,30.47
R235593917,17241,SKU00163,1,changed_mind,2025-09-06T04:03:44,114.25
R401653113,17246,SKU00261,1,changed_mind,2025-09-14T15:04:28,118.19
R805433964,17281,SKU00110,1,changed_mind,2025-09-17T11:25:32,96.18
R283633056,17295,SKU00275,1,changed_mind,2025-09-11T13:04:18,68.83
R768267413,17300,SKU00208,1,changed_mind,2025-09-06T17:03:22,25.47
R176127695,17302,SKU00223,1,changed_mind,2025-09-15T14:19:51,83.9
R161838053,17342,SKU00063,1,defect,2025-09-13T20:18:15,29.82
R640820411,17343,SKU00229,1,size,2025-09-18T15:34:46,37.71
R643351076,17352,SKU00295,1,size,2025-09-16T12:00:55,17.19
R513957637,17361,SKU00369,1,size,2025-09-05T14:08:33,14.66
R718629490,17413,SKU00316,1,defect,2025-09-09T08:55:14,91.66
R356946216,17414,SKU00329,1,changed_mind,2025-09-17T04:31:18,64.16
R373453652,17435,SKU00195,1,defect,2025-09-16T19:03:19,69.14
R166872447,17439,SKU00330,1,size,2025-09-18T04:31:16,59.1
R29173591,17461,SKU00145,1,size,2025-09-14T02:31:56,65.83
R875936975,17467,SKU00269,1,size,2025-09-10T23:44:30,80.77
R648598333,17486,SKU00309,1,defect,2025-09-07T09:17:28,25.67
R41046922,17488,SKU00094,1,defect,2025-09-08T16:52:06,102.04
R166207863,17506,SKU00227,1,changed_mind,2025-09-07T05:10:14,66.81
R755493950,17514,SKU00349,1,changed_mind,2025-09-15T17:18:16,20.69
R56866109,17518,SKU00069,1,size,2025-09-08T02:35:03,90.54
R546791276,17527,SKU00047,1,size,2025-09-10T15:34:23,96.93
R289350292,17618,SKU00151,1,size,2025-09-07T00:59:17,14.93
R522494848,17658,SKU00020,1,changed_mind,2025-09-16T02:41:31,62.08
R35621282,17665,SKU00261,1,defect,2025-09-12T01:31:32,27.01
R164747108,17690,SKU00314,1,changed_mind,2025-09-11T04:05:27,51.83
R894335991,17700,SKU00208,1,size,2025-09-05T20:17:34,106.16
R528364588,17706,SKU00163,1,size,2025-09-04T18:48:02,11.36
R73884108,17730,SKU00277,1,size,2025-09-07T14:47:16,76.86
R209274871,17770,SKU00361,1,changed_mind,2025-09-06T09:51:51,119.5
R130829957,17773,SKU00142,1,size,2025-09-17T16:55:44,51.63
R215742405,17795,SKU00150,1,size,2025-09-07T23:15:36,90.63
R291786307,17803,SKU00315,1,defect,2025-09-13T10:01:52,19.23
R521020156,17813,SKU00129,1,defect,2025-09-13T16:36:28,41.62
R770462254,17816,SKU00202,1,defect,2025-09-12T07:08:07,92.83
R911223348,17825,SKU00329,1,changed_mind,2025-09-09T10:41:00,48.42
R612422492,17832,SKU00371,1,size,2025-09-17T10:55:23,71.25
R323072579,17848,SKU00319,1,size,2025-09-15T17:49:13,20.37
R939610463,17869,SKU00269,1,size,2025-09-12T05:04:50,75.12
R731404128,17873,SKU00309,1,changed_mind,2025-09-11T04:49:02,55.37
R654296383,17896,SKU00098,1,defect,2025-09-10T23:40:49,36.18
R373504202,17910,SKU00336,1,defect,2025-09-15T17:38:22,48.86
R941543852,17911,SKU00157,1,defect,2025-09-07T10:21:11,63.5
R692397585,17919,SKU00343,1,defect,2025-09-09T10:22:37,30.89
R558495410,17982,SKU00349,1,size,2025-09-05T11:05:02,46.91
R346868056,17992,SKU00265,1,size,2025-09-12T01:49:19,43.3
R131684413,18009,SKU00061,1,changed_mind,2025-09-15T21:58:59,67.56
R433471666,18014,SKU00016,1,size,2025-09-11T21:10:19,48.55
R320946248,18015,SKU00216,1,changed_mind,2025-09-05T06:33:25,81.58
R771134262,18016,SKU00099,1,defect,2025-09-13T01:34:05,60.36
R32801546,18042,SKU00376,1,size,2025-09-08T17:51:48,37.5
R560965458,18069,SKU00196,1,size,2025-09-15T09:54:01,16.25
R884569589,18171,SKU00171,1,defect,2025-09-13T12:17:40,26.19
R301916639,18189,SKU00158,1,size,2025-09-03T06:13:15,53.3
R138700622,18202,SKU00174,1,size,2025-09-14T05:55:06,102.01
R582319479,18208,SKU00286,1,defect,2025-09-10T08:41:08,97.33
R416850545,18214,SKU00235,1,size,2025-09-04T02:35:24,30.71
R249523200,18224,SKU00101,1,size,2025-09-12T20:59:41,112.39
R32349947,18225,SKU00330,1,changed_mind,2025-09-11T03:28:49,93.46
R500425773,18246,SKU00045,1,defect,2025-09-03T02:40:08,108.39
R803818950,18262,SKU00050,1,size,2025-09-10T13:11:59,113.67
R81905797,18271,SKU00127,1,size,2025-09-06T00:46:13,104.91
R749709690,18286,SKU00042,1,size,2025-09-10T02:56:20,18.03
R113106908,18295,SKU00249,1,size,2025-09-07T16:28:23,53.62
R469977146,18317,SKU00254,1,size,2025-09-03T19:13:33,88.83
R816926198,18328,SKU00272,1,defect,2025-09-11T13:14:38,40.07
R684638824,18337,SKU00249,1,defect,2025-09-11T18:32:34,55.36
R10279219,18351,SKU00355,1,size,2025-09-15T21:32:12,100.71
R153883735,18363,SKU00354,1,changed_mind,2025-09-06T00:28:18,103.32
R633274782,18388,SKU00247,1,defect,2025-09-10T03:07:36,85.02
R950731177,18464,SKU00235,1,size,2025-09-03T11:25:17,113.7
R675766359,18502,SKU00315,1,defect,2025-09-02T00:28:50,74.47
R900689263,18523,SKU00071,1,defect,2025-09-12T19:38:55,18.19
R978239054,18553,SKU00014,1,defect,2025-09-07T05:35:23,18.32
R412826893,18579,SKU00250,1,changed_mind,2025-09-12T01:11:34,94.7
R160053177,18584,SKU00119,1,size,2025-09-08T12:43:54,47.31
R346648478,18587,SKU00062,1,changed_mind,2025-09-04T11:39:45,38.34
R929455184,18595,SKU00307,1,size,2025-09-09T23:01:04,29.85
R53596305,18607,SKU00369,1,changed_mind,2025-09-05T18:53:50,18.08
R628165978,18613,SKU00353,1,size,2025-09-01T14:49:52,12.85
R846981870,18646,SKU00203,1,changed_mind,2025-09-03T12:31:44,15.06
R912971924,18676,SKU00247,1,size,2025-09-12T04:37:03,70.69
R62269730,18698,SKU00310,1,size,2025-09-06T15:35:05,28.32
R953275929,18700,SKU00290,1,defect,2025-09-13T22:17:21,110.71
R851596131,18719,SKU00206,1,size,2025-09-03T16:58:33,46.28
R64528351,18770,SKU00018,1,changed_mind,2025-09-14T14:41:10,92.07
R376491238,18776,SKU00304,1,size,2025-09-12T23:12:34,16.0
R989602954,18794,SKU00207,1,size,2025-09-04T21:58:23,14.11
R666449499,18809,SKU00017,1,changed_mind,2025-09-03T08:51:02,92.29
R738921984,18819,SKU00057,1,defect,2025-09-13T01:56:46,47.93
R149410502,18824,SKU00033,1,changed_mind,2025-09-06T03:45:11,67.76
R486960360,18825,SKU00136,1,size,2025-09-02T23:07:56,22.59
R665363523,18830,SKU00254,1,size,2025-09-01T14:30:13,94.57
R232119269,18835,SKU00297,1,changed_mind,2025-09-07T04:04:32,114.05
R296572999,18839,SKU00024,1,defect,2025-09-04T13:25:19,109.54
R926359514,18845,SKU00377,1,size,2025-09-09T14:10:53,73.69
R860018764,18851,SKU00292,1,changed_mind,2025-09-10T06:51:05,95.72
R171699348,18868,SKU00029,1,defect,2025-09-04T08:13:16,64.9
R168081762,18872,SKU00330,1,size,2025-09-06T06:09:19,18.34
R246095154,18874,SKU00209,1,defect,2025-09-09T22:29:37,99.03
R323625418,18882,SKU00351,1,changed_mind,2025-09-03T08:19:00,109.97
R307351638,18901,SKU00292,1,defect,2025-09-04T18:54:00,29.64
R74159325,18918,SKU00372,1,size,2025-09-10T08:11:27,52.57
R794651752,18955,SKU00111,1,size,2025-09-07T15:16:25,32.24
R465108293,18978,SKU00326,1,changed_mind,2025-09-13T06:58:33,75.61
R953082967,18993,SKU00029,1,size,2025-09-10T23:54:29,23.7
R313852475,19038,SKU00098,1,changed_mind,2025-09-05T07:54:05,100.46
R15202851,19043,SKU00093,1,changed_mind,2025-08-31T04:17:07,52.58
R24231549,19058,SKU00230,1,size,2025-09-13T13:45:25,110.33
R888607653,19090,SKU00135,1,defect,2025-09-13T14:10:19,16.6
R324031521,19096,SKU00332,1,size,2025-08-31T15:31:26,68.66
R796549629,19108,SKU00072,1,defect,2025-09-04T21:18:31,21.42
R3163639,19129,SKU00342,1,changed_mind,2025-09-06T18:20:18,14.19
R213092017,19181,SKU00323,1,defect,2025-09-12T19:42:03,46.76
R943990314,19191,SKU00267,1,defect,2025-09-13T22:55:46,119.38
R731687355,19225,SKU00044,1,size,2025-09-02T04:19:01,66.05
R577603579,19241,SKU00331,1,changed_mind,2025-08-31T12:33:40,40.56
R208642063,19243,SKU00171,1,size,2025-09-10T09:46:11,59.6
R528739736,19244,SKU00250,1,defect,2025-09-06T05:25:09,27.1
R214403149,19251,SKU00228,1,defect,2025-09-11T14:39:40,102.21
R265918726,19274,SKU00068,1,changed_mind,2025-09-11T06:06:09,47.24
R29760933,19283,SKU00148,1,defect,2025-09-04T23:34:28,45.61
R984817831,19313,SKU00209,1,defect,2025-09-08T21:24:01,19.07
R155021902,19355,SKU00138,1,size,2025-08-31T05:44:08,100.65
R263734621,19362,SKU00121,1,defect,2025-09-09T13:36:54,52.52
R830451467,19391,SKU00248,1,defect,2025-09-13T17:25:03,57.31
R471006748,19402,SKU00196,1,defect,2025-09-13T09:25:17,116.91
R385789016,19411,SKU00141,1,defect,2025-09-12T09:14:19,23.16
R473555508,19427,SKU00205,1,changed_mind,2025-09-01T03:36:59,70.46
R899893685,19473,SKU00042,1,size,2025-09-06T06:10:57,105.78
R116035513,19483,SKU00194,1,changed_mind,2025-09-01T10:36:47,20.32
R377976941,19502,SKU00019,1,defect,2025-09-06T20:47:19,51.86
R454999665,19517,SKU00309,1,defect,2025-08-30T19:00:31,15.17
R856242913,19523,SKU00220,1,changed_mind,2025-08-31T15:39:41,46.4
R300439031,19524,SKU00335,1,changed_mind,2025-09-12T16:09:24,113.25
R347451234,19542,SKU00328,1,defect,2025-09-11T08:22:14,15.7
R950080352,19543,SKU00238,1,changed_mind,2025-09-04T10:32:17,40.88
R708382313,19562,SKU00232,1,size,2025-09-02T15:08:18,22.49
R171290389,19610,SKU00366,1,changed_mind,2025-09-05T05:32:02,109.05
R977647331,19624,SKU00165,1,changed_mind,2025-08-30T00:41:29,85.14
R549732909,19631,SKU00032,1,defect,2025-09-10T23:24:43,73.74
R124092585,19654,SKU00187,1,size,2025-09-10T00:27:25,17.38
R635551673,19670,SKU00041,1,defect,2025-09-02T05:57:17,28.17
R893173240,19674,SKU00328,1,defect,2025-08-29T07:29:39,73.09
R738476308,19675,SKU00012,1,defect,2025-09-11T12:57:18,28.38
R720029139,19685,SKU00131,1,size,2025-08-30T06:23:29,38.74
R277077069,19830,SKU00105,1,defect,2025-08-30T23:59:19,26.35
R949618162,19853,SKU00374,1,size,2025-09-06T07:52:57,62.36
R266582398,19892,SKU00197,1,defect,2025-09-10T16:01:58,25.63
R853099145,19896,SKU00208,1,size,2025-09-07T01:16:08,43.04
R743420618,19903,SKU00214,1,defect,2025-09-05T17:23:41,108.45
R557554037,19904,SKU00289,1,changed_mind,2025-08-29T16:07:06,42.6
R858164955,19905,SKU00058,1,size,2025-09-10T15:06:39,113.08
R128752420,19914,SKU00020,1,changed_mind,2025-09-11T10:31:44,55.46
R434934478,19932,SKU00337,1,size,2025-09-01T23:44:55,43.23
R161316982,19942,SKU00194,1,size,2025-09-10T00:59:38,87.52
R945578174,19995,SKU00203,1,size,2025-08-29T07:45:20,114.03
R736977589,20015,SKU00308,1,changed_mind,2025-08-29T19:22:51,115.66
R578223411,20028,SKU00208,1,size,2025-09-08T22:48:08,10.78
R530172843,20029,SKU00112,1,changed_mind,2025-09-02T17:10:10,52.06
R46699169,20034,SKU00186,1,defect,2025-09-10T17:55:35,88.78
R160835964,20044,SKU00068,1,size,2025-08-31T16:46:03,31.94
R639587136,20056,SKU00174,1,changed_mind,2025-08-30T07:43:49,47.17
R113961694,20059,SKU00216,1,defect,2025-09-04T22:41:44,24.39
R658892478,20110,SKU00021,1,defect,2025-09-02T12:44:09,56.73
R881155618,20169,SKU00267,1,changed_mind,2025-09-03T17:48:26,87.01
R192864534,20176,SKU00326,1,size,2025-08-28T08:09:11,60.12
R425685848,20194,SKU00072,1,changed_mind,2025-09-04T05:41:29,60.18
R411138681,20208,SKU00178,1,defect,2025-09-04T22:02:20,42.25
R677589750,20212,SKU00335,1,defect,2025-09-01T23:36:52,22.06
R21062849,20214,SKU00186,1,changed_mind,2025-09-01T12:00:49,92.36
R117514836,20225,SKU00071,1,changed_mind,2025-09-06T12:25:26,61.59
R539057573,20239,SKU00048,1,size,2025-09-10T04:47:08,100.11
R290836559,20257,SKU00301,1,changed_mind,2025-09-01T04:22:59,39.15
R393245244,20267,SKU00363,1,changed_mind,2025-08-29T10:03:55,112.47
R43682264,20307,SKU00032,1,size,2025-08-31T14:29:16,80.66
R840245717,20339,SKU00238,1,defect,2025-09-04T12:53:42,59.47
R341618352,20369,SKU00010,1,defect,2025-09-06T09:42:02,38.72
R884219947,20379,SKU00079,1,defect,2025-09-07T21:12:22,77.03
R515813701,20380,SKU00111,1,changed_mind,2025-09-08T03:16:04,97.46
R163733228,20390,SKU00118,1,changed_mind,2025-08-30T22:25:09,95.21
R234002301,20405,SKU00109,1,size,2025-09-01T23:17:48,33.19
R634332820,20435,SKU00128,1,changed_mind,2025-09-07T17:45:46,10.4
R426728833,20474,SKU00316,1,defect,2025-09-08T21:24:03,14.96
R908603701,20505,SKU00195,1,size,2025-09-01T09:27:51,98.46
R332353309,20547,SKU00269,1,changed_mind,2025-09-08T23:53:44,115.95
R357979,20566,SKU00377,1,size,2025-09-10T22:55:20,83.98
R345325055,20578,SKU00069,1,size,2025-09-09T07:50:52,55.91
R996170233,20637,SKU00183,1,defect,2025-08-29T16:38:35,89.66
R62294963,20708,SKU00242,1,defect,2025-08-28T05:07:54,12.65
R154489324,20771,SKU00238,1,size,2025-09-04T22:26:04,63.1
R787814230,20773,SKU00366,1,defect,2025-09-05T03:01:13,113.71
R44743859,20787,SKU00109,1,changed_mind,2025-08-29T11:12:29,97.49
R335757417,20876,SKU00169,1,defect,2025-09-08T21:40:45,103.42
R445537118,20882,SKU00286,1,defect,2025-09-02T03:38:13,102.75
R412209501,20883,SKU00375,1,size,2025-08-28T16:19:53,14.88
R892363547,20888,SKU00298,1,size,2025-09-02T05:15:38,19.82
R542617472,20893,SKU00225,1,size,2025-08-30T11:26:38,74.95
R83416830,20920,SKU00066,1,defect,2025-09-07T19:29:44,55.72
R83068868,20926,SKU00142,1,defect,2025-09-08T18:53:59,46.37
R125005481,20944,SKU00319,1,changed_mind,2025-09-02T19:24:14,64.45
R759677250,20951,SKU00272,1,defect,2025-09-08T04:43:31,62.67
R424445987,21068,SKU00143,1,defect,2025-09-02T14:16:16,15.48
R737833349,21082,SKU00279,1,changed_mind,2025-09-06T01:34:13,106.15
R37737263,21112,SKU00161,1,defect,2025-08-29T10:47:47,31.12
R517723061,21113,SKU00232,1,changed_mind,2025-09-02T06:09:13,29.42
R374431420,21140,SKU00101,1,size,2025-09-06T04:54:59,51.34
R503590576,21251,SKU00268,1,defect,2025-09-07T17:36:44,16.39
R226338947,21271,SKU00049,1,changed_mind,2025-09-04T13:29:18,118.82
R899689917,21295,SKU00335,1,defect,2025-09-08T00:09:52,32.47
R175993754,21323,SKU00269,1,size,2025-09-06T03:29:09,73.17
R28383853,21341,SKU00377,1,changed_mind,2025-08-27T13:41:24,48.98
R211279711,21354,SKU00331,1,size,2025-08-30T15:12:39,45.76
R930617815,21365,SKU00149,1,defect,2025-09-06T09:18:45,15.64
R737947959,21424,SKU00036,1,defect,2025-08-26T23:11:21,47.19
R674635261,21440,SKU00038,1,changed_mind,2025-08-30T17:01:28,26.63
R456256109,21461,SKU00256,1,changed_mind,2025-09-07T08:40:00,20.2
R46004696,21484,SKU00052,1,size,2025-08-27T10:56:58,111.3
R465351607,21496,SKU00107,1,defect,2025-08-28T23:35:08,11.17
R315847158,21514,SKU00137,1,defect,2025-09-04T22:01:53,41.41
R206809122,21532,SKU00189,1,changed_mind,2025-08-30T13:23:51,90.26
R97355030,21549,SKU00083,1,changed_mind,2025-09-06T18:07:16,81.32
R435235146,21562,SKU00082,1,defect,2025-09-03T07:25:18,60.42
R160204883,21625,SKU00136,1,size,2025-08-31T13:54:29,57.7
R528287857,21692,SKU00120,1,defect,2025-08-28T08:57:59,45.29
R703144017,21743,SKU00077,1,changed_mind,2025-09-01T11:54:24,38.0
R831153103,21744,SKU00170,1,size,2025-09-04T19:22:40,13.9
R281928948,21779,SKU00115,1,changed_mind,2025-09-03T12:28:40,67.8
R253405142,21803,SKU00368,1,changed_mind,2025-09-05T17:38:59,80.39
R476256466,21818,SKU00229,1,size,2025-09-03T03:36:43,18.22
R380522282,21826,SKU00187,1,defect,2025-08-24T03:31:06,119.03
R82949594,21841,SKU00303,1,defect,2025-08-25T08:35:12,85.45
R391459116,21846,SKU00018,1,defect,2025-09-06T04:46:21,108.34
R953094135,21863,SKU00070,1,changed_mind,2025-08-28T13:09:10,45.63
R612039545,21878,SKU00193,1,changed_mind,2025-08-26T12:26:06,11.52
R143483060,21906,SKU00293,1,changed_mind,2025-08-30T07:09:36,21.95
R89732533,21916,SKU00100,1,defect,2025-09-02T13:50:15,13.21
R760325103,21944,SKU00006,1,changed_mind,2025-08-27T16:47:31,55.0
R821881257,21981,SKU00259,1,defect,2025-09-02T18:01:43,114.74
R306693024,21989,SKU00311,1,changed_mind,2025-08-29T19:07:09,109.29
R762768222,22014,SKU00350,1,size,2025-09-05T22:20:23,17.83
R136889399,22018,SKU00213,1,changed_mind,2025-09-02T19:02:33,106.44
R254244721,22021,SKU00051,1,changed_mind,2025-08-27T00:06:03,54.85
R914203883,22057,SKU00209,1,defect,2025-08-28T09:24:53,33.98
R903372507,22064,SKU00047,1,changed_mind,2025-08-30T10:33:57,73.38
R721514298,22077,SKU00268,1,defect,2025-09-03T04:45:39,83.63
R365694416,22098,SKU00009,1,changed_mind,2025-09-03T15:54:14,99.92
R623600171,22102,SKU00219,1,defect,2025-09-06T01:47:25,100.38
R142723784,22111,SKU00053,1,defect,2025-08-24T17:01:52,37.26
R41644176,22124,SKU00030,1,size,2025-08-25T01:41:00,73.16
R84675168,22128,SKU00339,1,defect,2025-08-26T01:55:42,64.2
R760926583,22144,SKU00266,1,changed_mind,2025-08-31T22:53:04,101.78
R568207496,22162,SKU00189,1,defect,2025-09-02T23:29:20,60.46
R536530275,22163,SKU00244,1,changed_mind,2025-08-24T13:23:16,64.24
R533283308,22165,SKU00305,1,defect,2025-09-05T13:27:15,87.62
R798857690,22175,SKU00182,1,defect,2025-09-06T13:06:27,49.64
R835690430,22214,SKU00127,1,size,2025-08-26T14:49:27,26.47
R226646177,22284,SKU00260,1,size,2025-09-03T02:43:42,44.28
